loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type
LN000236,2023-09-01,326392.82,4.474,700-749,80-90%,>50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000237,2023-08-01,469160.22,5.359,600-649,70-80%,>50%,CA,Refinance-Cashout,Owner-Occupied,Condo
LN000238,2022-08-01,254389.43,6.116,650-699,70-80%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000239,2022-07-01,396513.36,6.592,650-699,90-95%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN000240,2022-03-01,412569.28,6.314,700-749,70-80%,<30%,IL,Refinance-Cashout,Owner-Occupied,Condo
LN000241,2023-05-01,180086.28,6.354,700-749,80-90%,<30%,IL,Refinance-Cashout,Owner-Occupied,Condo
LN000242,2024-09-01,201620.61,2.798,700-749,70-80%,<30%,CA,Purchase,Owner-Occupied,Condo
LN000243,2022-12-01,399079.81,4.776,700-749,80-90%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN000244,2023-10-01,290765.86,5.87,800+,90-95%,<30%,NY,Purchase,Owner-Occupied,Multi-Unit
LN000245,2023-10-01,170921.11,5.07,650-699,70-80%,<30%,CA,Refinance-Rate-Term,Owner-Occupied,Condo
LN000246,2024-06-01,236314.04,4.767,700-749,<60%,<30%,GA,Purchase,Owner-Occupied,Single-Family
LN000247,2022-08-01,341966.02,5.042,650-699,70-80%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN000248,2024-03-01,220606.33,5.368,700-749,90-95%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN000249,2024-03-01,50000.0,4.885,650-699,80-90%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN000250,2024-10-01,267798.68,3.731,700-749,80-90%,30-40%,FL,Purchase,Second Home,Single-Family
LN000251,2023-09-01,275900.68,2.5,650-699,70-80%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000252,2024-06-01,300922.64,4.694,<600,80-90%,30-40%,OH,Refinance-Cashout,Investment,Single-Family
LN000253,2024-09-01,425888.34,5.086,750-799,70-80%,40-50%,IL,Purchase,Investment,Single-Family
LN000254,2024-04-01,305352.28,5.07,600-649,60-70%,>50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000255,2024-09-01,324293.74,6.429,700-749,>95%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000256,2022-05-01,405553.7,6.696,700-749,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN000257,2023-07-01,301034.4,4.844,700-749,70-80%,>50%,PA,Purchase,Owner-Occupied,Condo
LN000258,2022-04-01,513652.07,4.855,750-799,70-80%,30-40%,TX,Purchase,Investment,Single-Family
LN000259,2024-11-01,173629.17,5.86,700-749,<60%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN000260,2023-05-01,206585.23,5.64,650-699,70-80%,30-40%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN000261,2024-04-01,361395.84,4.336,600-649,60-70%,30-40%,MI,Refinance-Cashout,Investment,Condo
LN000262,2024-06-01,425431.35,5.989,750-799,80-90%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN000263,2024-05-01,279920.5,4.78,700-749,70-80%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Condo
LN000264,2022-06-01,198937.88,4.812,750-799,70-80%,30-40%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000265,2024-11-01,476098.96,5.65,700-749,70-80%,30-40%,NY,Refinance-Cashout,Second Home,Single-Family
LN000266,2023-12-01,220763.11,4.548,750-799,80-90%,40-50%,NC,Purchase,Second Home,Single-Family
LN000267,2024-05-01,333905.45,5.142,800+,60-70%,30-40%,NC,Refinance-Rate-Term,Second Home,Single-Family
LN000268,2024-07-01,431415.18,5.446,750-799,>95%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000269,2024-11-01,255839.48,6.226,700-749,70-80%,30-40%,IL,Refinance-Rate-Term,Owner-Occupied,Condo
LN000270,2024-09-01,237787.22,6.122,700-749,<60%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN000271,2023-09-01,244631.23,5.401,700-749,70-80%,30-40%,OH,Refinance-Rate-Term,Second Home,Single-Family
LN000272,2024-08-01,390155.13,2.5,700-749,70-80%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN000273,2023-11-01,406014.77,5.365,600-649,80-90%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000274,2024-09-01,303372.54,5.597,750-799,70-80%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000275,2022-03-01,488308.23,5.901,600-649,70-80%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN000276,2023-06-01,303196.66,3.566,<600,<60%,>50%,IL,Purchase,Owner-Occupied,Single-Family
LN000277,2024-01-01,429233.32,2.5,700-749,70-80%,>50%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000278,2024-07-01,256799.84,6.209,600-649,80-90%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000279,2022-03-01,533375.65,3.163,750-799,70-80%,>50%,FL,Purchase,Owner-Occupied,Single-Family
LN000280,2023-12-01,457013.14,6.833,750-799,<60%,<30%,OH,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN000281,2024-08-01,287202.54,4.132,800+,60-70%,>50%,FL,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN000282,2023-10-01,443454.02,3.459,750-799,70-80%,<30%,MI,Purchase,Owner-Occupied,Single-Family
LN000283,2023-11-01,438398.05,5.524,700-749,80-90%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN000284,2022-02-01,455304.11,5.924,700-749,80-90%,30-40%,NC,Refinance-Cashout,Investment,Single-Family
LN000285,2024-03-01,51801.37,5.835,700-749,<60%,>50%,FL,Refinance-Cashout,Second Home,Single-Family
LN000286,2022-02-01,371935.14,5.752,650-699,70-80%,40-50%,PA,Purchase,Second Home,Condo
LN000287,2024-02-01,354229.88,3.938,650-699,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000288,2023-05-01,347107.33,2.71,750-799,90-95%,>50%,GA,Purchase,Second Home,Condo
LN000289,2024-09-01,321834.64,4.416,650-699,70-80%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN000290,2022-09-01,324781.13,3.281,650-699,70-80%,40-50%,IL,Purchase,Investment,Single-Family
LN000291,2024-05-01,428314.03,5.649,750-799,70-80%,<30%,TX,Purchase,Owner-Occupied,Single-Family
LN000292,2024-02-01,353947.34,6.311,650-699,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN000293,2024-11-01,321690.64,5.259,650-699,80-90%,>50%,FL,Purchase,Owner-Occupied,Multi-Unit
LN000294,2024-01-01,413938.1,4.999,<600,<60%,>50%,IL,Refinance-Rate-Term,Investment,Single-Family
LN000295,2023-12-01,341802.62,4.534,750-799,70-80%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN000296,2023-01-01,351356.84,6.471,700-749,70-80%,30-40%,CA,Purchase,Owner-Occupied,Multi-Unit
LN000297,2022-07-01,486703.71,2.5,750-799,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000298,2024-12-01,256551.93,3.191,650-699,70-80%,30-40%,IL,Purchase,Second Home,Single-Family
LN000299,2023-08-01,148428.97,7.74,750-799,70-80%,30-40%,NY,Refinance-Cashout,Investment,Single-Family
LN000300,2022-01-01,307236.35,3.118,700-749,80-90%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000301,2022-08-01,321454.33,5.797,700-749,<60%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000302,2023-04-01,372152.9,6.105,700-749,90-95%,>50%,NC,Purchase,Owner-Occupied,Single-Family
LN000303,2023-02-01,310731.59,2.5,700-749,60-70%,<30%,CA,Purchase,Owner-Occupied,Single-Family
LN000304,2022-12-01,375511.92,2.5,700-749,60-70%,30-40%,GA,Purchase,Second Home,Single-Family
LN000305,2023-11-01,550461.67,6.897,700-749,80-90%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN000306,2023-03-01,380151.43,3.541,650-699,90-95%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000307,2024-04-01,397731.53,3.582,700-749,<60%,30-40%,CA,Refinance-Rate-Term,Owner-Occupied,Condo
LN000308,2024-10-01,287046.86,4.219,700-749,90-95%,30-40%,PA,Purchase,Owner-Occupied,Multi-Unit
LN000309,2022-02-01,161474.29,3.544,700-749,70-80%,>50%,OH,Purchase,Owner-Occupied,Single-Family
LN000310,2024-08-01,70188.84,5.789,700-749,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000311,2023-11-01,248131.94,3.227,750-799,<60%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000312,2023-10-01,50000.0,2.5,750-799,70-80%,40-50%,IL,Purchase,Investment,Single-Family
LN000313,2024-01-01,351354.9,6.735,700-749,70-80%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Condo
LN000314,2023-10-01,261718.3,3.301,750-799,70-80%,30-40%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000315,2023-10-01,168662.51,3.872,<600,70-80%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000316,2022-06-01,313087.41,6.245,750-799,70-80%,40-50%,GA,Purchase,Second Home,Single-Family
LN000317,2023-03-01,226136.78,5.105,700-749,>95%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN000318,2024-09-01,345077.63,6.669,650-699,60-70%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN000319,2022-08-01,370762.63,6.268,600-649,60-70%,<30%,NC,Purchase,Owner-Occupied,Condo
LN000320,2022-05-01,229816.58,4.32,600-649,80-90%,40-50%,FL,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN000321,2022-04-01,276271.88,6.533,<600,<60%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000322,2022-06-01,321489.58,5.252,650-699,70-80%,40-50%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000323,2024-08-01,159295.78,4.102,<600,70-80%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000324,2024-06-01,321480.75,5.436,750-799,70-80%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN000325,2024-11-01,156898.14,3.036,650-699,90-95%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN000326,2023-04-01,356571.7,6.251,700-749,70-80%,40-50%,MI,Purchase,Investment,Condo
LN000327,2023-01-01,256483.63,6.056,750-799,70-80%,40-50%,GA,Purchase,Second Home,Single-Family
LN000328,2024-06-01,156345.73,5.181,600-649,60-70%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN000329,2023-07-01,242002.64,2.5,750-799,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000330,2023-05-01,246232.54,6.732,700-749,70-80%,40-50%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN000331,2023-07-01,406852.09,5.656,650-699,80-90%,40-50%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000332,2024-04-01,317330.47,4.966,600-649,80-90%,30-40%,MI,Purchase,Investment,Single-Family
LN000333,2024-02-01,204372.25,4.729,600-649,80-90%,<30%,PA,Refinance-Cashout,Owner-Occupied,Condo
LN000334,2024-02-01,464906.63,4.195,650-699,60-70%,30-40%,PA,Refinance-Cashout,Investment,Single-Family
LN000335,2023-11-01,362649.04,4.483,600-649,<60%,<30%,OH,Purchase,Investment,Single-Family
LN000336,2022-09-01,266367.76,6.154,650-699,>95%,<30%,CA,Purchase,Owner-Occupied,Single-Family
LN000337,2022-12-01,144616.58,4.225,600-649,<60%,>50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN000338,2022-01-01,257540.64,4.589,700-749,>95%,40-50%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000339,2022-01-01,277948.69,4.809,600-649,80-90%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000340,2024-10-01,336903.23,4.85,750-799,90-95%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN000341,2024-08-01,360725.65,4.073,650-699,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN000342,2024-01-01,380658.21,4.745,750-799,60-70%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN000343,2022-01-01,138853.26,5.515,650-699,70-80%,>50%,NC,Refinance-Cashout,Investment,Condo
LN000344,2023-04-01,320850.48,3.643,750-799,80-90%,<30%,TX,Purchase,Investment,Multi-Unit
LN000345,2022-05-01,284038.42,4.752,650-699,60-70%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN000346,2023-10-01,567797.73,7.896,700-749,80-90%,<30%,NY,Purchase,Second Home,Multi-Unit
LN000347,2024-05-01,306469.44,4.905,<600,60-70%,30-40%,OH,Purchase,Owner-Occupied,Condo
LN000348,2022-03-01,237734.68,3.604,700-749,70-80%,<30%,CA,Purchase,Second Home,Single-Family
LN000349,2022-12-01,311036.89,3.429,600-649,90-95%,30-40%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000350,2024-02-01,299143.17,3.102,700-749,60-70%,40-50%,NY,Purchase,Investment,Single-Family
LN000351,2023-04-01,101096.07,7.441,600-649,60-70%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN000352,2023-10-01,340830.45,6.512,700-749,<60%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN000353,2024-05-01,268944.19,3.066,600-649,60-70%,>50%,NC,Purchase,Owner-Occupied,Single-Family
LN000354,2023-02-01,297330.88,5.321,650-699,60-70%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN000355,2024-04-01,212643.15,6.837,700-749,60-70%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN000356,2022-05-01,190608.58,4.939,800+,70-80%,30-40%,OH,Refinance-Rate-Term,Second Home,Single-Family
LN000357,2024-06-01,387888.23,4.263,700-749,80-90%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000358,2022-05-01,410845.67,8.361,750-799,90-95%,40-50%,OH,Purchase,Second Home,Multi-Unit
LN000359,2022-12-01,341809.86,2.5,700-749,70-80%,<30%,TX,Purchase,Owner-Occupied,Condo
LN000360,2023-04-01,118920.24,8.949,700-749,60-70%,<30%,FL,Purchase,Investment,Single-Family
LN000361,2024-02-01,348306.34,5.09,600-649,60-70%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN000362,2024-02-01,120406.34,6.936,600-649,80-90%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000363,2023-09-01,233882.44,3.199,750-799,80-90%,40-50%,TX,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN000364,2024-12-01,386555.84,3.912,700-749,>95%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Condo
LN000365,2024-09-01,365759.85,3.38,700-749,<60%,>50%,PA,Purchase,Investment,Single-Family
LN000366,2024-06-01,345696.74,4.848,700-749,80-90%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN000367,2023-11-01,431290.27,5.462,700-749,70-80%,40-50%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000368,2022-10-01,356001.51,6.6,700-749,90-95%,30-40%,NY,Purchase,Owner-Occupied,Condo
LN000369,2022-05-01,98098.08,2.5,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Multi-Unit
LN000370,2024-12-01,263046.92,5.235,600-649,70-80%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000371,2024-10-01,295839.15,6.342,700-749,80-90%,40-50%,FL,Purchase,Investment,Single-Family
LN000372,2024-07-01,284125.83,6.623,700-749,80-90%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000373,2022-10-01,238286.48,4.339,800+,70-80%,40-50%,NY,Purchase,Owner-Occupied,Multi-Unit
LN000374,2023-07-01,196984.39,4.358,700-749,60-70%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN000375,2024-08-01,540074.5,4.862,700-749,70-80%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN000376,2022-01-01,261125.52,5.279,600-649,60-70%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN000377,2022-05-01,535160.21,6.954,600-649,70-80%,30-40%,OH,Purchase,Owner-Occupied,Condo
LN000378,2022-04-01,185870.96,3.185,750-799,>95%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN000379,2023-04-01,365706.01,3.821,750-799,70-80%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN000380,2023-12-01,322964.14,3.003,650-699,80-90%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN000381,2023-04-01,207805.05,5.642,700-749,80-90%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN000382,2022-02-01,253244.29,6.652,600-649,80-90%,30-40%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000383,2024-04-01,298486.99,2.869,750-799,90-95%,40-50%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000384,2024-08-01,215588.34,5.133,600-649,80-90%,30-40%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000385,2024-03-01,274385.94,6.544,750-799,70-80%,<30%,OH,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN000386,2023-08-01,63509.76,6.177,700-749,70-80%,40-50%,NY,Purchase,Owner-Occupied,Multi-Unit
LN000387,2023-12-01,371151.6,6.159,650-699,70-80%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN000388,2022-12-01,422715.17,3.215,750-799,70-80%,40-50%,FL,Purchase,Investment,Multi-Unit
LN000389,2024-11-01,345436.37,6.154,800+,70-80%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000390,2024-09-01,526425.81,4.721,650-699,80-90%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN000391,2024-09-01,368209.62,6.605,750-799,70-80%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN000392,2022-12-01,414280.96,5.674,750-799,60-70%,<30%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN000393,2022-03-01,423836.28,3.777,750-799,>95%,40-50%,OH,Purchase,Owner-Occupied,Condo
LN000394,2022-01-01,50000.0,5.418,800+,70-80%,30-40%,MI,Purchase,Owner-Occupied,Condo
LN000395,2024-09-01,342367.32,6.228,700-749,70-80%,>50%,CA,Purchase,Investment,Single-Family
LN000396,2022-10-01,161706.5,4.24,750-799,80-90%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000397,2024-05-01,181909.65,5.193,750-799,70-80%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN000398,2023-01-01,199302.67,2.995,700-749,70-80%,>50%,NY,Purchase,Owner-Occupied,Condo
LN000399,2022-12-01,268728.42,5.824,700-749,80-90%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN000400,2024-07-01,365046.0,4.916,650-699,60-70%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN000401,2022-02-01,343398.98,6.371,750-799,70-80%,40-50%,PA,Purchase,Owner-Occupied,Condo
LN000402,2024-11-01,298741.86,5.781,750-799,70-80%,30-40%,TX,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN000403,2023-11-01,372268.34,4.389,700-749,70-80%,>50%,NC,Purchase,Second Home,Single-Family
LN000404,2023-05-01,378348.63,3.73,700-749,60-70%,>50%,FL,Refinance-Rate-Term,Owner-Occupied,Condo
LN000405,2024-02-01,344262.42,3.385,600-649,80-90%,>50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000406,2022-08-01,127549.52,4.239,<600,60-70%,>50%,CA,Purchase,Owner-Occupied,Single-Family
LN000407,2024-05-01,226066.72,6.331,700-749,90-95%,40-50%,GA,Purchase,Owner-Occupied,Condo
LN000408,2024-02-01,302632.78,2.5,700-749,90-95%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN000409,2022-10-01,373345.29,3.446,750-799,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000410,2024-02-01,167142.03,6.288,700-749,70-80%,40-50%,OH,Purchase,Second Home,Single-Family
LN000411,2024-10-01,298865.48,6.993,800+,80-90%,30-40%,FL,Purchase,Owner-Occupied,Condo
LN000412,2022-07-01,143437.55,3.525,650-699,<60%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN000413,2022-04-01,402591.8,3.43,800+,<60%,>50%,NC,Purchase,Owner-Occupied,Single-Family
LN000414,2022-11-01,324234.73,7.111,650-699,60-70%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN000415,2024-05-01,165386.4,4.815,700-749,70-80%,<30%,CA,Refinance-Cashout,Investment,Single-Family
LN000416,2024-12-01,164727.15,3.658,700-749,60-70%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN000417,2024-01-01,338743.19,6.567,700-749,70-80%,40-50%,TX,Purchase,Second Home,Single-Family
LN000418,2023-09-01,437479.89,5.755,600-649,70-80%,40-50%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000419,2024-12-01,190321.42,6.105,600-649,<60%,40-50%,TX,Refinance-Cashout,Second Home,Single-Family
LN000420,2022-10-01,378660.41,3.736,750-799,60-70%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN000421,2022-09-01,245776.23,5.562,700-749,90-95%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN000422,2023-12-01,382319.41,6.869,800+,80-90%,40-50%,PA,Purchase,Second Home,Single-Family
LN000423,2024-11-01,368319.09,5.961,650-699,70-80%,40-50%,OH,Purchase,Second Home,Single-Family
LN000424,2024-11-01,315529.98,6.38,800+,<60%,<30%,MI,Purchase,Owner-Occupied,Multi-Unit
LN000425,2024-12-01,116560.87,7.105,650-699,70-80%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN000426,2023-06-01,368118.57,5.642,600-649,60-70%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN000427,2024-08-01,350201.93,4.152,650-699,>95%,>50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN000428,2023-12-01,341042.98,6.316,750-799,80-90%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN000429,2023-11-01,319567.41,3.341,700-749,>95%,>50%,TX,Purchase,Owner-Occupied,Multi-Unit
LN000430,2024-08-01,212121.31,4.667,600-649,80-90%,<30%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN000431,2022-12-01,408296.28,5.882,650-699,70-80%,>50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000432,2023-01-01,389813.97,2.5,650-699,80-90%,<30%,GA,Purchase,Owner-Occupied,Single-Family
LN000433,2023-11-01,192457.72,5.379,700-749,80-90%,30-40%,IL,Purchase,Investment,Multi-Unit
LN000434,2024-01-01,431429.5,5.449,650-699,70-80%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000435,2024-11-01,313166.94,3.296,750-799,<60%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN000436,2024-06-01,312913.7,5.489,700-749,70-80%,30-40%,CA,Refinance-Rate-Term,Second Home,Single-Family
LN000437,2023-05-01,282364.47,5.285,750-799,60-70%,<30%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN000438,2023-08-01,292200.66,5.051,700-749,80-90%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN000439,2024-01-01,437089.92,6.784,650-699,80-90%,<30%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000440,2023-10-01,403307.5,6.318,800+,>95%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN000441,2023-01-01,401184.71,5.96,700-749,70-80%,40-50%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000442,2023-07-01,318456.44,3.464,700-749,80-90%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN000443,2024-12-01,388917.17,4.974,750-799,70-80%,30-40%,FL,Refinance-Cashout,Investment,Condo
LN000444,2022-12-01,216568.69,6.777,600-649,70-80%,<30%,CA,Purchase,Owner-Occupied,Multi-Unit
LN000445,2023-07-01,358344.3,4.678,700-749,90-95%,<30%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN000446,2022-12-01,284651.2,7.331,600-649,80-90%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN000447,2022-09-01,94019.5,6.004,600-649,80-90%,40-50%,CA,Purchase,Owner-Occupied,Condo
LN000448,2022-07-01,141389.83,7.564,<600,70-80%,30-40%,MI,Purchase,Owner-Occupied,Condo
LN000449,2024-04-01,233702.12,3.399,<600,80-90%,<30%,FL,Purchase,Owner-Occupied,Single-Family
LN000450,2023-02-01,341515.4,4.768,700-749,90-95%,40-50%,IL,Purchase,Second Home,Single-Family
LN000451,2024-07-01,233792.02,4.91,750-799,60-70%,30-40%,IL,Purchase,Owner-Occupied,Multi-Unit
LN000452,2023-07-01,240888.33,5.909,700-749,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
